Month,City,Units_Consumed,Tariff_Rate,Electricity_Bill
4,Noida,412,8.2,3378.4
3,Ahmedabad,677,7.9,5348.3
10,Nagpur,747,8.9,6648.3
5,Vadodara,757,7.8,5904.6
8,Shimla,466,7.7,3588.2
6,Chennai,517,8.8,4549.6
11,Dahej,593,7.6,4506.8
5,Vadodara,575,7.8,4485
9,Noida,558,8.2,4575.6
10,Noida,572,8.2,4690.4
11,Pune,634,9.1,5769.4
4,Ahmedabad,442,7.9,3491.8
5,Faridabad,492,8.1,3985.2
1,Pune,458,9.1,4167.8
9,Chennai,533,8.8,4690.4
4,Mumbai,640,9.2,5888
12,Ahmedabad,560,7.9,4424
3,Ahmedabad,734,7.9,5798.6
3,Shimla,426,7.7,3280.2
3,Nagpur,656,8.9,5838.4
2,Mumbai,246,9.2,2263.2
11,Nagpur,521,8.9,4636.9
11,Mumbai,317,9.2,2916.4
12,Noida,473,8.2,3878.6
1,Chennai,672,8.8,5913.6
3,Gurgaon,546,8.3,4531.8
8,Hyderabad,490,8.4,4116
7,Ahmedabad,461,7.9,3641.9
10,Dahej,506,7.6,3845.6
6,Navi Mumbai,490,9.3,4557
12,Gurgaon,576,8.3,4780.8
5,Vadodara,501,7.8,3907.8
8,Nagpur,486,8.9,4325.4
5,Vadodara,444,7.8,3463.2
12,Ratnagiri,612,7.4,4528.8
9,Pune,636,9.1,5787.6
6,Pune,428,9.1,3894.8
11,Navi Mumbai,400,9.3,3720
4,Hyderabad,566,8.4,4754.4
1,Kolkata,349,8.7,3036.3
7,Kolkata,587,8.7,5106.9
3,Vadodara,435,7.8,3393
5,New Delhi,490,8.5,4165
6,Ahmedabad,362,7.9,2859.8
1,Ahmedabad,366,7.9,2891.4
9,Kolkata,405,8.7,3523.5
2,Nagpur,525,8.9,4672.5
8,New Delhi,365,8.5,3102.5
12,Navi Mumbai,649,9.3,6035.7
7,Mumbai,353,9.2,3247.6
8,Pune,225,9.1,2047.5
3,Ahmedabad,564,7.9,4455.6
11,Mumbai,600,9.2,5520
11,Vadodara,706,7.8,5506.8
4,Pune,752,9.1,6843.2
6,Navi Mumbai,588,9.3,5468.4
1,New Delhi,413,8.5,3510.5
8,Shimla,436,7.7,3357.2
8,Ahmedabad,298,7.9,2354.2
12,Shimla,673,7.7,5182.1
5,Ratnagiri,530,7.4,3922
10,Shimla,429,7.7,3303.3
7,Mumbai,594,9.2,5464.8
4,Dahej,569,7.6,4324.4
7,Dahej,334,7.6,2538.4
8,Nagpur,490,8.9,4361
10,Shimla,175,7.7,1347.5
3,Gurgaon,607,8.3,5038.1
8,New Delhi,456,8.5,3876
11,Hyderabad,657,8.4,5518.8
7,Vadodara,495,7.8,3861
2,Kolkata,493,8.7,4289.1
1,Kolkata,326,8.7,2836.2
8,Noida,494,8.2,4050.8
11,Chennai,725,8.8,6380
4,Kolkata,491,8.7,4271.7
9,Hyderabad,427,8.4,3586.8
5,Ahmedabad,649,7.9,5127.1
9,New Delhi,364,8.5,3094
3,Ratnagiri,635,7.4,4699
2,Ratnagiri,596,7.4,4410.4
7,Faridabad,537,8.1,4349.7
12,Kolkata,535,8.7,4654.5
11,New Delhi,314,8.5,2669
11,Chennai,395,8.8,3476
1,Chennai,513,8.8,4514.4
12,Dahej,653,7.6,4962.8
2,Pune,463,9.1,4213.3
3,Vadodara,479,7.8,3736.2
12,Nagpur,579,8.9,5153.1
1,Faridabad,386,8.1,3126.6
12,Faridabad,578,8.1,4681.8
1,Faridabad,488,8.1,3952.8
7,Nagpur,604,8.9,5375.6
8,Faridabad,228,8.1,1846.8
6,Hyderabad,394,8.4,3309.6
5,Vadodara,541,7.8,4219.8
3,Pune,543,9.1,4941.3
2,Nagpur,389,8.9,3462.1
9,Vadodara,338,7.8,2636.4
12,New Delhi,497,8.5,4224.5
12,Pune,571,9.1,5196.1
6,Nagpur,455,8.9,4049.5
7,Nagpur,629,8.9,5598.1
10,Navi Mumbai,460,9.3,4278
1,Ahmedabad,805,7.9,6359.5
11,Shimla,541,7.7,4165.7
7,Ratnagiri,413,7.4,3056.2
4,Gurgaon,573,8.3,4755.9
7,Ahmedabad,552,7.9,4360.8
11,Ahmedabad,465,7.9,3673.5
5,Nagpur,537,8.9,4779.3
12,New Delhi,560,8.5,4760
3,Nagpur,392,8.9,3488.8
10,Navi Mumbai,337,9.3,3134.1
1,Kolkata,477,8.7,4149.9
2,Hyderabad,488,8.4,4099.2
4,Ahmedabad,490,7.9,3871
4,Chennai,626,8.8,5508.8
9,Ahmedabad,453,7.9,3578.7
6,Mumbai,503,9.2,4627.6
12,Dahej,514,7.6,3906.4
7,Shimla,480,7.7,3696
12,Nagpur,638,8.9,5678.2
12,Dahej,257,7.6,1953.2
5,Noida,676,8.2,5543.2
10,Kolkata,633,8.7,5507.1
1,Noida,350,8.2,2870
3,Shimla,656,7.7,5051.2
1,Nagpur,554,8.9,4930.6
10,Gurgaon,675,8.3,5602.5
8,New Delhi,690,8.5,5865
12,Pune,733,9.1,6670.3
7,Pune,438,9.1,3985.8
5,Kolkata,709,8.7,6168.3
9,Ratnagiri,650,7.4,4810
9,Faridabad,350,8.1,2835
1,Kolkata,201,8.7,1748.7
3,Pune,628,9.1,5714.8
2,Faridabad,460,8.1,3726
10,Pune,573,9.1,5214.3
1,Ahmedabad,526,7.9,4155.4
1,Pune,529,9.1,4813.9
7,Gurgaon,437,8.3,3627.1
11,New Delhi,516,8.5,4386
8,Pune,675,9.1,6142.5
11,Ratnagiri,360,7.4,2664
7,Shimla,575,7.7,4427.5
12,Ahmedabad,409,7.9,3231.1
11,Chennai,187,8.8,1645.6
3,Nagpur,597,8.9,5313.3
1,Noida,383,8.2,3140.6
9,Kolkata,389,8.7,3384.3
6,Gurgaon,370,8.3,3071
10,Shimla,735,7.7,5659.5
7,Navi Mumbai,560,9.3,5208
9,Pune,811,9.1,7380.1
8,Mumbai,695,9.2,6394
2,Dahej,499,7.6,3792.4
7,Gurgaon,529,8.3,4390.7
5,Dahej,636,7.6,4833.6
4,Hyderabad,665,8.4,5586
7,Hyderabad,646,8.4,5426.4
10,Nagpur,537,8.9,4779.3
6,Shimla,470,7.7,3619
11,Navi Mumbai,732,9.3,6807.6
8,Mumbai,750,9.2,6900
5,Noida,528,8.2,4329.6
7,Pune,568,9.1,5168.8
2,Vadodara,278,7.8,2168.4
10,Ratnagiri,407,7.4,3011.8
7,Ratnagiri,584,7.4,4321.6
4,New Delhi,267,8.5,2269.5
11,Vadodara,578,7.8,4508.4
11,Shimla,519,7.7,3996.3
8,Gurgaon,571,8.3,4739.3
5,Gurgaon,569,8.3,4722.7
5,Kolkata,588,8.7,5115.6
8,Shimla,524,7.7,4034.8
2,Dahej,450,7.6,3420
5,Faridabad,698,8.1,5653.8
5,Chennai,392,8.8,3449.6
9,Pune,494,9.1,4495.4
5,Pune,692,9.1,6297.2
5,Nagpur,574,8.9,5108.6
2,Hyderabad,397,8.4,3334.8
8,Ahmedabad,749,7.9,5917.1
4,Shimla,393,7.7,3026.1
10,Pune,612,9.1,5569.2
8,Shimla,533,7.7,4104.1
8,Pune,551,9.1,5014.1
7,Shimla,403,7.7,3103.1
8,Vadodara,601,7.8,4687.8
10,Faridabad,460,8.1,3726
9,Nagpur,469,8.9,4174.1
1,Vadodara,511,7.8,3985.8
1,Gurgaon,644,8.3,5345.2
7,New Delhi,661,8.5,5618.5
11,Navi Mumbai,544,9.3,5059.2
11,Kolkata,352,8.7,3062.4
12,Faridabad,632,8.1,5119.2
9,Nagpur,482,8.9,4289.8
7,Pune,651,9.1,5924.1
2,Navi Mumbai,331,9.3,3078.3
2,Ahmedabad,601,7.9,4747.9
10,Vadodara,714,7.8,5569.2
7,Gurgaon,405,8.3,3361.5
6,New Delhi,508,8.5,4318
11,Gurgaon,541,8.3,4490.3
1,Chennai,457,8.8,4021.6
6,Gurgaon,415,8.3,3444.5
5,Pune,358,9.1,3257.8
6,Gurgaon,225,8.3,1867.5
12,Faridabad,678,8.1,5491.8
9,Dahej,366,7.6,2781.6
7,Shimla,396,7.7,3049.2
8,Dahej,527,7.6,4005.2
3,Kolkata,345,8.7,3001.5
5,Navi Mumbai,414,9.3,3850.2
7,Vadodara,553,7.8,4313.4
5,Kolkata,501,8.7,4358.7
11,Nagpur,495,8.9,4405.5
7,Mumbai,414,9.2,3808.8
3,Hyderabad,502,8.4,4216.8
8,Gurgaon,423,8.3,3510.9
9,Dahej,656,7.6,4985.6
12,Ahmedabad,292,7.9,2306.8
3,Gurgaon,588,8.3,4880.4
1,Gurgaon,522,8.3,4332.6
12,Pune,699,9.1,6360.9
2,Pune,705,9.1,6415.5
4,Shimla,611,7.7,4704.7
9,Kolkata,462,8.7,4019.4
11,Navi Mumbai,545,9.3,5068.5
4,Chennai,715,8.8,6292
8,Gurgaon,688,8.3,5710.4
8,Mumbai,756,9.2,6955.2
12,Gurgaon,619,8.3,5137.7
4,Hyderabad,671,8.4,5636.4
2,Mumbai,287,9.2,2640.4
8,Gurgaon,615,8.3,5104.5
9,Noida,388,8.2,3181.6
9,Pune,522,9.1,4750.2
8,Dahej,525,7.6,3990
11,Navi Mumbai,695,9.3,6463.5
7,Kolkata,410,8.7,3567
12,Faridabad,292,8.1,2365.2
2,Chennai,522,8.8,4593.6
11,Dahej,467,7.6,3549.2
12,Kolkata,505,8.7,4393.5
7,Hyderabad,627,8.4,5266.8
2,Vadodara,669,7.8,5218.2
2,Dahej,538,7.6,4088.8
9,Kolkata,490,8.7,4263
11,Shimla,344,7.7,2648.8
4,Hyderabad,564,8.4,4737.6
4,Nagpur,643,8.9,5722.7
4,Ratnagiri,655,7.4,4847
8,Navi Mumbai,573,9.3,5328.9
6,Nagpur,491,8.9,4369.9
5,Ahmedabad,611,7.9,4826.9
1,Vadodara,459,7.8,3580.2
4,Ahmedabad,700,7.9,5530
4,Faridabad,505,8.1,4090.5
9,Faridabad,467,8.1,3782.7
12,New Delhi,584,8.5,4964
12,Navi Mumbai,525,9.3,4882.5
8,Dahej,263,7.6,1998.8
5,Noida,513,8.2,4206.6
9,Nagpur,583,8.9,5188.7
1,Pune,576,9.1,5241.6
5,Noida,379,8.2,3107.8
6,Shimla,491,7.7,3780.7
10,Faridabad,460,8.1,3726
12,Ratnagiri,595,7.4,4403
11,Nagpur,661,8.9,5882.9
11,New Delhi,296,8.5,2516
7,Ratnagiri,459,7.4,3396.6
6,Hyderabad,447,8.4,3754.8
3,Hyderabad,640,8.4,5376
6,Ratnagiri,596,7.4,4410.4
1,Faridabad,398,8.1,3223.8
11,Mumbai,743,9.2,6835.6
3,Gurgaon,514,8.3,4266.2
7,Chennai,686,8.8,6036.8
7,Mumbai,501,9.2,4609.2
7,New Delhi,481,8.5,4088.5
1,Faridabad,681,8.1,5516.1
11,Ratnagiri,210,7.4,1554
12,Mumbai,507,9.2,4664.4
3,Shimla,605,7.7,4658.5
11,Vadodara,657,7.8,5124.6
10,Nagpur,578,8.9,5144.2
7,Gurgaon,557,8.3,4623.1
7,Gurgaon,597,8.3,4955.1
9,Shimla,494,7.7,3803.8
5,Dahej,621,7.6,4719.6
10,Shimla,630,7.7,4851
1,Kolkata,658,8.7,5724.6
12,Hyderabad,799,8.4,6711.6
11,Ahmedabad,411,7.9,3246.9
8,Shimla,519,7.7,3996.3
6,Navi Mumbai,258,9.3,2399.4
4,Ratnagiri,524,7.4,3877.6
2,Gurgaon,625,8.3,5187.5
4,Vadodara,642,7.8,5007.6
9,Hyderabad,501,8.4,4208.4
4,Gurgaon,395,8.3,3278.5
9,Ahmedabad,589,7.9,4653.1
4,Ahmedabad,730,7.9,5767
1,Kolkata,611,8.7,5315.7
2,Mumbai,536,9.2,4931.2
10,Shimla,594,7.7,4573.8
4,Ahmedabad,300,7.9,2370
5,Chennai,555,8.8,4884
10,Faridabad,602,8.1,4876.2
5,Vadodara,507,7.8,3954.6
2,Vadodara,280,7.8,2184
2,Hyderabad,445,8.4,3738
1,Navi Mumbai,634,9.3,5896.2
1,Noida,363,8.2,2976.6
12,Chennai,281,8.8,2472.8
6,Navi Mumbai,341,9.3,3171.3
1,Navi Mumbai,478,9.3,4445.4
3,Pune,655,9.1,5960.5
3,Navi Mumbai,799,9.3,7430.7
1,Shimla,715,7.7,5505.5
7,Noida,546,8.2,4477.2
7,Vadodara,547,7.8,4266.6
10,Chennai,705,8.8,6204
5,Ahmedabad,593,7.9,4684.7
7,Faridabad,515,8.1,4171.5
11,Ahmedabad,501,7.9,3957.9
1,Kolkata,413,8.7,3593.1
12,Mumbai,480,9.2,4416
4,Dahej,432,7.6,3283.2
8,Nagpur,411,8.9,3657.9
11,Mumbai,451,9.2,4149.2
9,Dahej,500,7.6,3800
12,Gurgaon,590,8.3,4897
5,Dahej,462,7.6,3511.2
8,Chennai,537,8.8,4725.6
2,New Delhi,332,8.5,2822
10,Faridabad,533,8.1,4317.3
2,Ahmedabad,252,7.9,1990.8
10,Dahej,512,7.6,3891.2
5,Noida,483,8.2,3960.6
9,Dahej,541,7.6,4111.6
1,Shimla,480,7.7,3696
8,Noida,297,8.2,2435.4
9,Kolkata,535,8.7,4654.5
5,Mumbai,530,9.2,4876
9,Nagpur,544,8.9,4841.6
12,Kolkata,427,8.7,3714.9
2,Navi Mumbai,344,9.3,3199.2
11,Hyderabad,393,8.4,3301.2
6,Kolkata,663,8.7,5768.1
7,Faridabad,255,8.1,2065.5
1,Shimla,352,7.7,2710.4
11,Gurgaon,511,8.3,4241.3
7,Kolkata,535,8.7,4654.5
9,Gurgaon,449,8.3,3726.7
12,Navi Mumbai,524,9.3,4873.2
6,Ratnagiri,474,7.4,3507.6
11,Vadodara,616,7.8,4804.8
7,Hyderabad,504,8.4,4233.6
11,Nagpur,368,8.9,3275.2
9,Chennai,678,8.8,5966.4
11,Gurgaon,358,8.3,2971.4
12,Nagpur,713,8.9,6345.7
8,Vadodara,306,7.8,2386.8
9,Ahmedabad,489,7.9,3863.1
11,New Delhi,296,8.5,2516
2,Navi Mumbai,401,9.3,3729.3
5,Gurgaon,589,8.3,4888.7
10,Ahmedabad,662,7.9,5229.8
8,Kolkata,479,8.7,4167.3
8,New Delhi,471,8.5,4003.5
11,Faridabad,236,8.1,1911.6
7,New Delhi,498,8.5,4233
9,Chennai,589,8.8,5183.2
1,Gurgaon,597,8.3,4955.1
4,Ahmedabad,521,7.9,4115.9
8,Faridabad,585,8.1,4738.5
6,Hyderabad,528,8.4,4435.2
8,Shimla,746,7.7,5744.2
12,Gurgaon,427,8.3,3544.1
8,Dahej,565,7.6,4294
10,Ratnagiri,488,7.4,3611.2
7,New Delhi,670,8.5,5695
8,Noida,646,8.2,5297.2
2,Hyderabad,528,8.4,4435.2
12,Ahmedabad,423,7.9,3341.7
3,Shimla,829,7.7,6383.3
4,Faridabad,546,8.1,4422.6
10,Hyderabad,753,8.4,6325.2
5,Nagpur,256,8.9,2278.4
9,Dahej,568,7.6,4316.8
5,Shimla,453,7.7,3488.1
8,Ahmedabad,609,7.9,4811.1
2,Vadodara,362,7.8,2823.6
3,Navi Mumbai,545,9.3,5068.5
6,Navi Mumbai,389,9.3,3617.7
11,Gurgaon,549,8.3,4556.7
5,Hyderabad,383,8.4,3217.2
9,New Delhi,438,8.5,3723
8,Navi Mumbai,437,9.3,4064.1
3,Navi Mumbai,455,9.3,4231.5
7,Shimla,268,7.7,2063.6
2,Navi Mumbai,474,9.3,4408.2
12,Mumbai,676,9.2,6219.2
1,Mumbai,488,9.2,4489.6
4,Mumbai,480,9.2,4416
1,Ratnagiri,465,7.4,3441
1,Ahmedabad,444,7.9,3507.6
2,Dahej,399,7.6,3032.4
1,Nagpur,651,8.9,5793.9
1,Shimla,658,7.7,5066.6
2,Kolkata,508,8.7,4419.6
8,Ratnagiri,507,7.4,3751.8
12,Ratnagiri,535,7.4,3959
11,Mumbai,443,9.2,4075.6
9,Ahmedabad,413,7.9,3262.7
9,Mumbai,316,9.2,2907.2
7,Mumbai,814,9.2,7488.8
8,Pune,540,9.1,4914
11,Shimla,553,7.7,4258.1
4,Ratnagiri,603,7.4,4462.2
4,Hyderabad,584,8.4,4905.6
4,Gurgaon,371,8.3,3079.3
6,Noida,385,8.2,3157
11,Gurgaon,569,8.3,4722.7
6,Ahmedabad,361,7.9,2851.9
1,Shimla,453,7.7,3488.1
6,Pune,556,9.1,5059.6
5,Nagpur,489,8.9,4352.1
6,Ahmedabad,474,7.9,3744.6
11,Chennai,524,8.8,4611.2
11,Mumbai,476,9.2,4379.2
1,Ahmedabad,454,7.9,3586.6
8,Noida,480,8.2,3936
3,Navi Mumbai,588,9.3,5468.4
9,Hyderabad,475,8.4,3990
3,Gurgaon,711,8.3,5901.3
4,Faridabad,556,8.1,4503.6
8,Shimla,414,7.7,3187.8
5,Ahmedabad,524,7.9,4139.6
3,Ratnagiri,403,7.4,2982.2
3,Vadodara,754,7.8,5881.2
10,Pune,612,9.1,5569.2
9,Kolkata,574,8.7,4993.8
6,Ahmedabad,501,7.9,3957.9
4,Noida,527,8.2,4321.4
9,New Delhi,661,8.5,5618.5
10,Navi Mumbai,313,9.3,2910.9
6,Nagpur,211,8.9,1877.9
2,Kolkata,465,8.7,4045.5
1,Ratnagiri,364,7.4,2693.6
2,Ratnagiri,396,7.4,2930.4
8,Chennai,606,8.8,5332.8
7,Shimla,464,7.7,3572.8
2,Nagpur,386,8.9,3435.4
3,Hyderabad,492,8.4,4132.8
10,Shimla,404,7.7,3110.8
5,Chennai,419,8.8,3687.2
1,Hyderabad,712,8.4,5980.8
6,New Delhi,490,8.5,4165
4,Ratnagiri,648,7.4,4795.2
1,Kolkata,314,8.7,2731.8
12,New Delhi,659,8.5,5601.5
11,Pune,320,9.1,2912
11,Gurgaon,530,8.3,4399
7,Nagpur,451,8.9,4013.9
10,Shimla,618,7.7,4758.6
10,Ahmedabad,494,7.9,3902.6
5,Faridabad,479,8.1,3879.9
9,Nagpur,680,8.9,6052
9,Shimla,607,7.7,4673.9
1,Navi Mumbai,579,9.3,5384.7
4,Gurgaon,423,8.3,3510.9
4,Ahmedabad,478,7.9,3776.2
8,Noida,483,8.2,3960.6
2,Nagpur,415,8.9,3693.5
4,Pune,660,9.1,6006
4,Shimla,388,7.7,2987.6
2,Faridabad,471,8.1,3815.1
11,Ratnagiri,288,7.4,2131.2
11,Kolkata,752,8.7,6542.4
6,Navi Mumbai,386,9.3,3589.8
6,Navi Mumbai,335,9.3,3115.5
10,Faridabad,634,8.1,5135.4
10,Vadodara,516,7.8,4024.8
1,Shimla,524,7.7,4034.8
7,Nagpur,606,8.9,5393.4
8,Gurgaon,606,8.3,5029.8
5,Mumbai,621,9.2,5713.2
5,Nagpur,469,8.9,4174.1
1,Gurgaon,587,8.3,4872.1
2,Ratnagiri,522,7.4,3862.8
5,Mumbai,662,9.2,6090.4
12,Hyderabad,585,8.4,4914
5,Kolkata,403,8.7,3506.1
9,New Delhi,736,8.5,6256
5,Ratnagiri,582,7.4,4306.8
9,Navi Mumbai,582,9.3,5412.6
9,Nagpur,323,8.9,2874.7
1,Ratnagiri,410,7.4,3034
6,Hyderabad,644,8.4,5409.6
11,Hyderabad,529,8.4,4443.6
2,Hyderabad,478,8.4,4015.2
9,Shimla,428,7.7,3295.6
2,Dahej,495,7.6,3762
1,New Delhi,363,8.5,3085.5
11,Hyderabad,490,8.4,4116
9,Ahmedabad,542,7.9,4281.8
11,Nagpur,448,8.9,3987.2
3,Hyderabad,563,8.4,4729.2
8,Navi Mumbai,542,9.3,5040.6
8,Gurgaon,635,8.3,5270.5
9,Hyderabad,556,8.4,4670.4
3,Kolkata,463,8.7,4028.1
5,Chennai,489,8.8,4303.2
4,Ratnagiri,239,7.4,1768.6
8,Ratnagiri,444,7.4,3285.6
4,Dahej,670,7.6,5092
2,New Delhi,560,8.5,4760
8,Pune,471,9.1,4286.1
9,New Delhi,258,8.5,2193
5,Vadodara,313,7.8,2441.4
1,Dahej,514,7.6,3906.4
12,Shimla,444,7.7,3418.8
6,Ratnagiri,482,7.4,3566.8
3,Vadodara,529,7.8,4126.2
10,Nagpur,726,8.9,6461.4
11,Shimla,343,7.7,2641.1
1,Chennai,680,8.8,5984
12,Nagpur,610,8.9,5429
9,Ahmedabad,522,7.9,4123.8
12,Hyderabad,589,8.4,4947.6
9,Navi Mumbai,598,9.3,5561.4
5,Vadodara,706,7.8,5506.8
8,Gurgaon,527,8.3,4374.1
7,Chennai,807,8.8,7101.6
6,Chennai,771,8.8,6784.8
12,Shimla,497,7.7,3826.9
1,New Delhi,386,8.5,3281
8,Chennai,231,8.8,2032.8
12,Shimla,490,7.7,3773
2,Hyderabad,480,8.4,4032
4,Shimla,507,7.7,3903.9
8,Faridabad,504,8.1,4082.4
2,Mumbai,590,9.2,5428
3,Shimla,487,7.7,3749.9
4,Hyderabad,438,8.4,3679.2
1,Dahej,664,7.6,5046.4
3,Gurgaon,622,8.3,5162.6
9,Mumbai,565,9.2,5198
11,Nagpur,420,8.9,3738
10,Gurgaon,527,8.3,4374.1
6,Ratnagiri,481,7.4,3559.4
3,Navi Mumbai,334,9.3,3106.2
10,Ratnagiri,337,7.4,2493.8
10,Dahej,391,7.6,2971.6
4,Navi Mumbai,780,9.3,7254
5,New Delhi,525,8.5,4462.5
4,Mumbai,284,9.2,2612.8
10,Faridabad,551,8.1,4463.1
3,New Delhi,709,8.5,6026.5
8,Vadodara,440,7.8,3432
6,New Delhi,495,8.5,4207.5
6,Dahej,494,7.6,3754.4
6,Vadodara,426,7.8,3322.8
9,Pune,413,9.1,3758.3
9,Hyderabad,389,8.4,3267.6
11,Navi Mumbai,462,9.3,4296.6
9,Kolkata,441,8.7,3836.7
4,Faridabad,442,8.1,3580.2
2,Kolkata,535,8.7,4654.5
1,Ratnagiri,284,7.4,2101.6
3,Vadodara,445,7.8,3471
8,Shimla,489,7.7,3765.3
6,Pune,687,9.1,6251.7
8,Dahej,490,7.6,3724
4,Hyderabad,458,8.4,3847.2
1,Navi Mumbai,626,9.3,5821.8
6,Mumbai,458,9.2,4213.6
10,Pune,553,9.1,5032.3
11,Shimla,489,7.7,3765.3
11,Faridabad,602,8.1,4876.2
11,Faridabad,397,8.1,3215.7
6,Vadodara,433,7.8,3377.4
3,Noida,704,8.2,5772.8
4,New Delhi,458,8.5,3893
3,Mumbai,422,9.2,3882.4
6,Ahmedabad,365,7.9,2883.5
12,Navi Mumbai,569,9.3,5291.7
2,Pune,431,9.1,3922.1
4,Nagpur,589,8.9,5242.1
6,Vadodara,611,7.8,4765.8
4,Dahej,409,7.6,3108.4
12,Ratnagiri,584,7.4,4321.6
2,Chennai,468,8.8,4118.4
6,Chennai,516,8.8,4540.8
12,Gurgaon,563,8.3,4672.9
3,Noida,425,8.2,3485
11,Ratnagiri,370,7.4,2738
5,Nagpur,346,8.9,3079.4
7,Pune,451,9.1,4104.1
4,Noida,636,8.2,5215.2
10,Vadodara,545,7.8,4251
3,Hyderabad,511,8.4,4292.4
1,Gurgaon,411,8.3,3411.3
1,Dahej,594,7.6,4514.4
11,Kolkata,600,8.7,5220
2,Pune,462,9.1,4204.2
3,Vadodara,374,7.8,2917.2
6,Kolkata,412,8.7,3584.4
10,Vadodara,508,7.8,3962.4
11,Hyderabad,497,8.4,4174.8
5,Vadodara,633,7.8,4937.4
10,Vadodara,479,7.8,3736.2
11,Nagpur,757,8.9,6737.3
1,Dahej,422,7.6,3207.2
7,Chennai,452,8.8,3977.6
7,Chennai,574,8.8,5051.2
12,Faridabad,545,8.1,4414.5
2,Mumbai,536,9.2,4931.2
11,Shimla,512,7.7,3942.4
5,Mumbai,634,9.2,5832.8
1,Faridabad,428,8.1,3466.8
7,Noida,434,8.2,3558.8
12,Kolkata,575,8.7,5002.5
11,Mumbai,396,9.2,3643.2
9,Nagpur,414,8.9,3684.6
10,Faridabad,444,8.1,3596.4
7,Mumbai,534,9.2,4912.8
6,Hyderabad,566,8.4,4754.4
6,Ratnagiri,445,7.4,3293
1,Faridabad,401,8.1,3248.1
4,Mumbai,459,9.2,4222.8
2,Dahej,587,7.6,4461.2
2,Shimla,507,7.7,3903.9
4,Ratnagiri,688,7.4,5091.2
11,Pune,332,9.1,3021.2
9,New Delhi,730,8.5,6205
7,Dahej,557,7.6,4233.2
7,Gurgaon,316,8.3,2622.8
6,Ratnagiri,673,7.4,4980.2
6,Gurgaon,596,8.3,4946.8
10,Vadodara,543,7.8,4235.4
2,Mumbai,211,9.2,1941.2
12,Dahej,383,7.6,2910.8
11,Noida,374,8.2,3066.8
12,Dahej,376,7.6,2857.6
12,Chennai,404,8.8,3555.2
7,New Delhi,699,8.5,5941.5
1,Ratnagiri,306,7.4,2264.4
9,New Delhi,612,8.5,5202
6,Shimla,512,7.7,3942.4
2,Pune,327,9.1,2975.7
1,Dahej,388,7.6,2948.8
10,Gurgaon,533,8.3,4423.9
9,Kolkata,525,8.7,4567.5
1,Chennai,544,8.8,4787.2
12,Shimla,418,7.7,3218.6
3,Chennai,460,8.8,4048
4,Ahmedabad,705,7.9,5569.5
6,Ahmedabad,518,7.9,4092.2
4,Chennai,582,8.8,5121.6
9,Hyderabad,612,8.4,5140.8
5,Ratnagiri,511,7.4,3781.4
1,Ahmedabad,384,7.9,3033.6
7,Chennai,485,8.8,4268
6,Pune,340,9.1,3094
4,Nagpur,660,8.9,5874
5,Nagpur,507,8.9,4512.3
1,Gurgaon,595,8.3,4938.5
5,Faridabad,407,8.1,3296.7
12,Gurgaon,701,8.3,5818.3
4,Noida,683,8.2,5600.6
7,Chennai,562,8.8,4945.6
7,Gurgaon,384,8.3,3187.2
7,Mumbai,596,9.2,5483.2
6,Gurgaon,612,8.3,5079.6
3,Mumbai,746,9.2,6863.2
2,Nagpur,653,8.9,5811.7
1,Ahmedabad,392,7.9,3096.8
6,Gurgaon,490,8.3,4067
2,Noida,356,8.2,2919.2
10,Noida,665,8.2,5453
5,Vadodara,537,7.8,4188.6
7,Faridabad,381,8.1,3086.1
6,Ahmedabad,742,7.9,5861.8
6,Faridabad,539,8.1,4365.9
1,New Delhi,453,8.5,3850.5
6,Pune,581,9.1,5287.1
4,Navi Mumbai,665,9.3,6184.5
3,Dahej,674,7.6,5122.4
6,Noida,628,8.2,5149.6
7,Vadodara,581,7.8,4531.8
12,Hyderabad,600,8.4,5040
11,Kolkata,574,8.7,4993.8
8,Nagpur,589,8.9,5242.1
3,Dahej,750,7.6,5700
10,Vadodara,550,7.8,4290
7,Dahej,363,7.6,2758.8
9,Shimla,407,7.7,3133.9
6,Ratnagiri,528,7.4,3907.2
4,Hyderabad,558,8.4,4687.2
1,Pune,699,9.1,6360.9
7,Gurgaon,472,8.3,3917.6
7,Dahej,475,7.6,3610
2,Chennai,520,8.8,4576
3,Faridabad,639,8.1,5175.9
6,Ratnagiri,507,7.4,3751.8
3,Hyderabad,501,8.4,4208.4
7,Vadodara,497,7.8,3876.6
11,Chennai,598,8.8,5262.4
8,Dahej,233,7.6,1770.8
4,Gurgaon,553,8.3,4589.9
7,Pune,419,9.1,3812.9
11,Mumbai,314,9.2,2888.8
3,Ahmedabad,493,7.9,3894.7
7,Faridabad,296,8.1,2397.6
3,Kolkata,596,8.7,5185.2
9,Chennai,439,8.8,3863.2
2,Navi Mumbai,391,9.3,3636.3
6,Pune,555,9.1,5050.5
7,Shimla,639,7.7,4920.3
3,Nagpur,652,8.9,5802.8
9,Shimla,576,7.7,4435.2
2,Ahmedabad,642,7.9,5071.8
6,Noida,592,8.2,4854.4
4,Chennai,500,8.8,4400
11,Shimla,544,7.7,4188.8
11,New Delhi,476,8.5,4046
3,Nagpur,577,8.9,5135.3
7,Navi Mumbai,743,9.3,6909.9
11,Pune,321,9.1,2921.1
2,Ratnagiri,584,7.4,4321.6
3,New Delhi,646,8.5,5491
